id,state,start_date,end_date,methodology,sample_size,pollster,population,national,generic_candidates,other_pct,undecided_pct,margin_of_error,undecided_and_other_pct,partisan_flag,tracking
1502341,NY,10/28/2010,10/29/2010,,508,Angus Reid,LV,0,0,,,,,,0
1502343,OH,10/27/2010,10/31/2010,,930,U. of Cincinnati / Ohio Poll,LV,0,0,,,,,,0
1502345,CT,10/25/2010,10/27/2010,,930,Quinnipiac,LV,0,0,,,,,,0
1502347,NY,10/28/2010,10/31/2010,,578,YouGov,LV,0,0,,,,,,0
1502348,NY,10/28/2010,10/31/2010,,578,YouGov,LV,0,0,,,,,,0
1502350,NY,10/28/2010,10/31/2010,,700,YouGov,RV,0,0,,,,,,0
1502351,NY,10/28/2010,10/31/2010,,700,YouGov,RV,0,0,,,,,,0
1502352,PA,10/28/2010,10/31/2010,,570,YouGov,LV,0,0,,,,,,0
1502355,PA,10/28/2010,10/31/2010,,700,YouGov,RV,0,0,,,,,,0
1502357,OH,10/28/2010,10/31/2010,,700,YouGov,RV,0,0,,,,,,0
1502359,OH,10/28/2010,10/31/2010,,560,YouGov,LV,0,0,,,,,,0
1502361,FL,10/28/2010,10/31/2010,,548,YouGov,LV,0,0,,,,,,0
1502363,FL,10/28/2010,10/31/2010,,700,YouGov,RV,0,0,,,,,,0
1502365,PA,10/25/2010,10/30/2010,,1244,Quinnipiac,LV,0,0,,,,,,0
1502367,CA,10/28/2010,10/31/2010,,810,YouGov,LV,0,0,,,,,,0
1502369,CA,10/28/2010,10/31/2010,,1000,YouGov,RV,0,0,,,,,,0
1502372,FL,10/29/2010,10/31/2010,,1527,Susquehanna,LV,0,0,,,,,,0
1502374,OH,10/25/2010,10/30/2010,,848,Quinnipiac,LV,0,0,,,,,,0
1502376,FL,10/25/2010,10/31/2010,,925,Quinnipiac,LV,0,0,,,,,,0
1502377,PA,10/28/2010,10/31/2010,,474,Muhlenberg,LV,0,0,,,,,,1
1502383,CA,10/26/2010,10/31/2010,,587,SurveyUSA,LV,0,0,,,,,,0
1502385,NC,10/29/2010,10/31/2010,,847,PPP,LV,0,0,,,,,,0
1502386,NH,10/27/2010,10/31/2010,,885,UNH,LV,0,0,,,,,,0
1502394,WI,10/27/2010,10/28/2010,,700,Forward Strategies,LV,0,0,,,,,,0
1502398,FL,10/30/2010,10/31/2010,,773,PPP,LV,0,0,,,,,,0
1502401,AK,10/29/2010,10/31/2010,,502,Hays Research Group,LV,0,0,,,,,D,0
1502402,AK,10/25/2010,10/27/2010,,400,Hellenthal & Associates,LV,0,0,,5,4.9,,I,0
1502403,AK,10/25/2010,10/26/2010,,500,Hays Research Group,LV,0,0,0,13,4.4,,D,0
1502404,AK,10/21/2010,10/22/2010,,500,Hays Research Group,LV,0,0,1,17,4.4,,D,0
1502405,AK,10/17/2010,10/18/2010,,500,Hays Research Group,LV,0,0,0,19,4.4,,D,0
1502406,AK,10/5/2010,10/6/2010,,500,Hays Research Group,LV,0,0,1,22,4.4,,D,0
1502408,AR,6/22/2010,6/24/2010,,700,Benenson,LV,0,0,6,12,3.7,,D,0
1502412,CA,10/25/2010,10/27/2010,,700,Tulchin Research,LV,0,0,3,10,3.7,,D,0
1502414,CO,9/22/2010,9/26/2010,,800,Greenberg Quinlan Rosner,LV,0,0,,,,,D,0
1502415,CT,9/8/2010,9/12/2010,,800,Hamilton Campaigns,LV,0,0,,,,,D,0
1502419,FL,8/28/2010,8/31/2010,,500,Frederick Polls LLC,LV,0,0,,14,,,I,0
1502420,FL,7/26/2010,7/31/2010,,800,Public Strategies,RV,0,0,5,8,3.5,,R,0
1502422,KY,8/27/2010,9/2/2010,,800,Anzalone,LV,0,0,,,,,D,0
1502424,KY,9/20/2010,9/22/2010,,700,Benenson,LV,0,0,,,3.7,,D,0
1502425,LA,9/13/2010,9/16/2010,,800,Bennett Petts Blumenthal,LV,0,0,,,,,D,0
1502426,WA,9/26/2010,9/27/2010,,500,Fabrizio,LV,0,0,,,4.5,,R,0
1502428,WA,8/25/2010,8/31/2010,,968,Fairbank Maslin,LV,0,0,,,,,D,0
1502429,MO,9/14/2010,9/18/2010,,601,Global Strategy Group,LV,0,0,,,,,D,0
1502433,MO,9/20/2010,9/22/2010,,701,Garin Hart Yang,LV,0,0,,,4,,D,0
1502434,IN,8/16/2010,8/18/2010,,605,Garin Hart Yang,LV,0,0,,,4.1,,D,0
1502438,NC,9/15/2010,9/17/2010,,600,National Research,LV,0,0,,,4,,R,0
1502439,NV,9/21/2010,9/23/2010,,500,Public Opinion Strategies,LV,0,0,,,,,R,0
1502442,CO,8/28/2010,9/1/2010,,473,Public Opinion Strategies,LV,0,0,,,,,R,0
1502448,NV,10/20/2010,10/20/2010,,1884,ccAdvertising,LV,0,0,,,,,,0
1502451,NH,10/21/2010,10/21/2010,,744,ccAdvertising,LV,0,0,,,,,,0
1502455,OH,10/19/2010,10/19/2010,,2060,ccAdvertising,LV,0,0,,,,,,0
1502459,WV,10/15/2010,10/15/2010,,1696,ccAdvertising,LV,0,0,,,,,,0
1502471,OR,10/13/2010,10/13/2010,,2237,ccAdvertising,LV,0,0,,,,,,0
1502475,AR,10/11/2010,10/11/2010,,2124,ccAdvertising,LV,0,0,,,,,,0
1502478,WA,10/8/2010,10/8/2010,,1991,ccAdvertising,LV,0,0,,,,,,0
1502483,PA,10/7/2010,10/7/2010,,2236,ccAdvertising,LV,0,0,,,,,,0
1502490,WI,10/6/2010,10/6/2010,,1978,ccAdvertising,LV,0,0,,,,,,0
1502511,CA,9/29/2010,9/29/2010,,1681,ccAdvertising,LV,0,0,,,,,,0
1502519,KY,10/30/2010,10/31/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502520,WI,10/30/2010,10/31/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502521,FL,10/30/2010,10/31/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502522,WV,10/30/2010,10/31/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502523,NV,10/30/2010,10/31/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502524,WA,10/30/2010,10/31/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502525,IL,10/30/2010,10/31/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502526,CO,10/30/2010,10/31/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502527,CA,10/30/2010,10/31/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502528,PA,10/30/2010,10/31/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502529,DE,10/30/2010,10/31/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502530,AK,10/30/2010,10/31/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502531,CT,10/30/2010,10/31/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502546,CO,10/23/2010,10/25/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502547,NV,10/23/2010,10/25/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502548,CA,10/23/2010,10/25/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502549,WV,10/23/2010,10/25/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502550,DE,10/23/2010,10/25/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502551,WA,10/23/2010,10/25/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502552,IL,10/23/2010,10/25/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502553,PA,10/23/2010,10/25/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502554,AR,10/23/2010,10/25/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502564,CO,10/19/2010,10/20/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502565,AK,10/19/2010,10/20/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502566,CA,10/19/2010,10/20/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502567,CT,10/19/2010,10/20/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502568,DE,10/19/2010,10/20/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502569,NV,10/19/2010,10/20/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502570,IL,10/19/2010,10/20/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502571,PA,10/19/2010,10/20/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502572,WV,10/19/2010,10/20/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502573,WA,10/17/2010,10/18/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502577,OR,10/17/2010,10/18/2010,,1000,TCJ Research,LV,0,0,,,,,,0
1502578,CO,10/16/2010,10/16/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502579,NH,10/16/2010,10/16/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502580,MO,10/16/2010,10/16/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502581,NV,10/16/2010,10/16/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502584,NY,10/15/2010,10/16/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502585,IL,10/15/2010,10/16/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502586,WI,10/15/2010,10/16/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502587,WV,10/15/2010,10/16/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502588,DE,10/14/2010,10/15/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502589,PA,10/14/2010,10/15/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502590,CT,10/14/2010,10/15/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502591,CA,10/14/2010,10/15/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502594,IL,10/12/2010,10/13/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502596,KY,10/12/2010,10/13/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502598,NV,10/10/2010,10/11/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502599,WA,10/10/2010,10/11/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502600,WV,10/10/2010,10/11/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502601,FL,10/10/2010,10/11/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502602,CA,10/7/2010,10/9/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502603,CT,10/7/2010,10/9/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502604,DE,10/7/2010,10/9/2010,,500,TCJ Research,LV,0,0,,,,,,0
1502605,NV,10/7/2010,10/9/2010,,500,TCJ Research,LV,0,0,,,,,,0
