"startdate","enddate","Democrats","Republicans","Sample","Poll","knownDate"
2000-10-06,2000-10-09,41,39,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-11
2000-10-04,2000-10-08,47,43,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",2000-10-10
2000-10-05,2000-10-08,39,40,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-10
2000-10-04,2000-10-05,43,42,"a","Yankelovich Partners!!Time, Cable News Network",2000-10-07
2000-10-02,2000-10-05,40,39,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-07
2000-10-01,2000-10-04,39,38,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-06
2000-09-30,2000-10-03,39,39,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-05
2000-09-29,2000-10-02,40,37,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-04
2000-09-27,2000-10-01,39,39,"a","CBS News/New York Times!!",2000-10-03
2000-09-28,2000-10-01,39,37,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-03
2000-09-25,2000-09-28,39,39,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-09-30
2000-09-24,2000-09-27,40,38,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-09-29
2000-09-23,2000-09-26,39,40,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-09-28
2000-09-23,2000-09-25,47,45,"rv","Los Angeles Times!!",2000-09-27
2000-09-22,2000-09-25,38,41,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-09-27
2000-09-21,2000-09-24,36,41,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-09-26
2000-09-20,2000-09-22,41,37,"a","Princeton Survey Research Associates!!Newsweek",2000-09-24
2000-09-20,2000-09-22,46,43,"a","Princeton Survey Research Associates!!Newsweek",2000-09-24
2000-09-18,2000-09-21,36,40,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-09-23
2000-09-17,2000-09-20,37,38,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-09-22
2000-09-16,2000-09-19,39,38,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-09-21
2000-09-15,2000-09-18,39,38,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-09-20
2000-09-14,2000-09-17,38,39,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-09-19
2000-09-11,2000-09-14,38,38,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-09-16
2000-09-10,2000-09-13,39,38,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-09-15
2000-09-09,2000-09-12,39,38,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-09-14
2000-09-09,2000-09-11,42,34,"a","CBS News/New York Times!!",2000-09-13
2000-09-08,2000-09-11,41,37,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-09-13
2000-09-07,2000-09-10,40,38,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-09-12
2000-09-04,2000-09-06,48,43,"a","Gallup Organization!!Cable News Network, USA Today",2000-09-08
2000-09-04,2000-09-06,49,42,"a","ABC News/Washington Post!!",2000-09-08
2000-09-04,2000-09-06,46,39,"a","ABC News/Washington Post!!",2000-09-08
2000-08-18,2000-08-20,45,34,"a","CBS News!!",2000-08-22
2000-08-18,2000-08-19,50,43,"a","Gallup Organization!!Cable News Network, USA Today",2000-08-21
2000-08-18,2000-08-19,44,38,"a","Gallup Organization!!Cable News Network, USA Today",2000-08-21
2000-08-17,2000-08-18,44,35,"a","Princeton Survey Research Associates!!Newsweek",2000-08-20
2000-08-17,2000-08-18,51,40,"a","Princeton Survey Research Associates!!Newsweek",2000-08-20
2000-08-17,2000-08-18,36,34,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-08-20
2000-08-16,2000-08-17,36,36,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-08-19
2000-08-15,2000-08-16,36,36,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-08-18
2000-08-14,2000-08-15,35,35,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-08-17
2000-08-10,2000-08-12,44,45,"a","Princeton Survey Research Associates!!Newsweek",2000-08-14
2000-08-09,2000-08-10,46,43,"a","Yankelovich Partners!!Time, Cable News Network",2000-08-12
2000-08-09,2000-08-10,41,39,"a","Yankelovich Partners!!Time, Cable News Network",2000-08-12
2000-08-04,2000-08-06,36,37,"a","CBS News!!",2000-08-08
2000-08-04,2000-08-05,46,47,"a","Gallup Organization!!Cable News Network, USA Today",2000-08-07
2000-08-04,2000-08-05,42,40,"a","Gallup Organization!!Cable News Network, USA Today",2000-08-07
2000-08-02,2000-08-03,37,34,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-08-05
2000-08-01,2000-08-02,35,33,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-08-04
2000-07-31,2000-08-01,35,34,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-08-03
2000-07-30,2000-07-31,35,32,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-08-02
2000-07-26,2000-07-27,46,45,"a","Yankelovich Partners!!Time, Cable News Network",2000-07-29
2000-07-26,2000-07-27,42,20,"a","Yankelovich Partners!!Time, Cable News Network",2000-07-29
2000-07-25,2000-07-26,49,42,"a","Gallup Organization!!Cable News Network, USA Today",2000-07-28
2000-07-25,2000-07-26,44,36,"a","Gallup Organization!!Cable News Network, USA Today",2000-07-28
2000-07-20,2000-07-23,41,37,"a","CBS News/New York Times!!",2000-07-25
2000-07-19,2000-07-23,40,36,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",2000-07-25
2000-07-19,2000-07-23,47,43,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",2000-07-25
2000-07-20,2000-07-23,46,45,"a","ABC News/Washington Post!!",2000-07-25
2000-07-20,2000-07-23,43,41,"a","ABC News/Washington Post!!",2000-07-25
2000-06-14,2000-06-15,47,44,"a","Yankelovich Partners!!Time, Cable News Network",2000-06-17
2000-06-14,2000-06-15,43,40,"a","Yankelovich Partners!!Time, Cable News Network",2000-06-17
2000-06-11,2000-06-13,37,36,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-06-15
2000-06-06,2000-06-07,50,43,"a","Gallup Organization!!Cable New Network, USA Today",2000-06-09
2000-06-06,2000-06-07,45,38,"a","Gallup Organization!!Cable News Network, USA Today",2000-06-09
2000-05-10,2000-05-13,42,39,"a","CBS News/New York Times!!",2000-05-15
2000-05-01,2000-05-03,37,37,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!",2000-05-05
2000-03-19,2000-03-21,40,40,"a","CBS News!!",2000-03-23
2000-03-12,2000-03-13,39,38,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!",2000-03-15
2000-03-10,2000-03-12,46,45,"a","Gallup Organization!!Cable News Network, USA Today",2000-03-14
2000-03-10,2000-03-12,42,41,"a","Gallup Organization!!Cable News Network, USA Today",2000-03-14
2000-03-08,2000-03-09,50,43,"a","Yankelovich Partners!!Time, Cable News Network",2000-03-11
2000-03-08,2000-03-09,47,39,"a","Yankelovich Partners!!Time, Cable News Network",2000-03-11
2000-02-24,2000-02-27,45,46,"a","ABC News/Washington Post!!",2000-02-29
2000-02-12,2000-02-14,44,33,"a","CBS News/New York Times!!",2000-02-16
2000-02-09,2000-02-14,41,36,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",2000-02-16
2000-02-09,2000-02-14,47,44,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",2000-02-16
2000-02-06,2000-02-10,46,35,"a","CBS News!!",2000-02-12
2000-02-04,2000-02-06,46,45,"a","Gallup Organization!!Cable News Network, USA Today",2000-02-08
2000-02-04,2000-02-06,45,39,"a","Gallup Organization!!Cable News Network, USA Today",2000-02-08
2000-01-17,2000-01-19,46,45,"a","Gallup Organization!!Cable News Network, USA Today",2000-01-21
2000-01-17,2000-01-19,43,40,"a","Gallup Organization!!Cable News Network, USA Today",2000-01-21
2000-01-13,2000-01-16,42,48,"a","Gallup Organization!!Cable News Network, USA Today",2000-01-18
2000-01-13,2000-01-16,42,39,"a","Gallup Organization!!Cable News Network, USA Today",2000-01-18
2000-01-12,2000-01-13,48,37,"a","Yankelovich Partners!!Time, Cable News Network",2000-01-15
2000-01-12,2000-01-13,43,34,"a","Yankelovich Partners!!Time, Cable News Network",2000-01-15
2000-01-07,2000-01-10,50,42,"a","Gallup Organization!!Cable News Network, USA Today",2000-01-12
2000-01-07,2000-01-10,47,38,"a","Gallup Organization!!Cable News Network, USA Today",2000-01-12
2000-01-05,2000-01-06,46,41,"a","Yankelovich Partners!!Time, Cable News Network",2000-01-08
2000-01-05,2000-01-06,43,35,"a","Yankelovich Partners!!Time, Cable News Network",2000-01-08
2000-01-03,2000-01-05,34,34,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!",2000-01-07
1999-12-13,1999-12-16,44,36,"a","CBS News!!",1999-12-18
1999-12-10,1999-12-15,44,40,"a","Washington Post!!",1999-12-17
1999-12-03,1999-12-13,39,34,"a","Princeton Survey Research Associates!!Henry J. Kaiser Family Foundation, Harvard School of Public Health",1999-12-15
1999-11-29,1999-12-01,41,39,"lv","Greenberg Quinlan Research!!",1999-12-03
1999-11-18,1999-11-21,47,43,"a","Gallup Organization!!",1999-11-23
1999-11-13,1999-11-18,47,41,"a","Los Angeles Times!!",1999-11-20
1999-11-04,1999-11-07,45,38,"a","CBS News/New York Times!!",1999-11-09
1999-10-28,1999-10-31,50,43,"a","ABC News!!",1999-11-02
1999-09-14,1999-09-18,40,31,"a","CBS News!!",1999-09-20
1999-08-30,1999-09-02,45,40,"a","ABC News/Washington Post!!",1999-09-04
1999-08-30,1999-09-02,48,44,"a","ABC News/Washington Post!!",1999-09-04
1999-08-06,1999-08-09,43,41,"rv","Wirthlin Worldwide!!",1999-08-11
1999-06-09,1999-06-13,50,40,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1999-06-15
1999-06-06,1999-06-08,36,35,"lv","The Tarrance Group and Lake, Snell, Perry & Associates!!",1999-06-10
1999-04-05,1999-04-07,38,35,"rv","American Viewpoint!!",1999-04-09
1999-03-11,1999-03-14,50,41,"a","ABC News/Washington Post!!",1999-03-16
1999-03-11,1999-03-14,48,37,"a","ABC News/Washington Post!!",1999-03-16
1999-02-25,1999-02-28,41,36,"a","Market Strategies!!",1999-03-02
1999-02-12,1999-02-14,42,33,"a","Penn, Schoen and Berland Associates!!Democratic Leadership Council",1999-02-16
1999-02-12,1999-02-14,48,41,"a","Washington Post!!",1999-02-16
1999-02-12,1999-02-14,46,35,"a","Washington Post!!",1999-02-16
1999-02-12,1999-02-13,48,35,"a","Gallup Organization!!Cable News Network",1999-02-15
1999-02-12,1999-02-13,52,39,"a","Gallup Organization!!Cable News Network",1999-02-15
1999-02-07,1999-02-08,39,34,"rv","The Tarrance Group and Lake, Snell, Perry & Associates!!U.S. News & World Report",1999-02-10
1999-01-28,1999-01-30,49,39,"a","Washington Post!!",1999-02-01
1999-01-28,1999-01-30,51,38,"a","Washington Post!!",1999-02-01
1999-01-21,1999-01-26,43,36,"rv","American Viewpoint!!",1999-01-28
1998-11-03,1998-11-03,48,41,"RV","Gallup",1998-11-05
1998-11-02,1998-11-02,42,35,"a","Gallup Organization!!",1998-11-04
1998-11-02,1998-11-02,47,38,"a","Gallup Organization!!",1998-11-04
1998-10-29,1998-11-01,51,43,"a","ABC News!!",1998-11-03
1998-10-29,1998-11-01,49,39,"a","ABC News!!",1998-11-03
1998-10-31,1998-11-01,44,40,"a","CBS News!!",1998-11-03
1998-10-31,1998-11-01,48,44,"a","CBS News!!",1998-11-03
1998-10-29,1998-11-01,49,45,"a","Gallup Organization!!",1998-11-03
1998-10-29,1998-11-01,44,36,"a","Gallup Organization!!Cable News Network, USA Today",1998-11-03
1998-10-29,1998-11-01,48,39,"a","Gallup Organization!!Cable News Network, USA Today",1998-11-03
1998-10-28,1998-10-31,47,40,"rv","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1998-11-02
1998-10-28,1998-10-31,41,35,"rv","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1998-11-02
1998-10-28,1998-10-31,43,36,"rv","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1998-11-02
1998-10-28,1998-10-31,46,41,"rv","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1998-11-02
1998-10-26,1998-10-28,48,38,"a","CBS News/New York Times!!",1998-10-30
1998-10-26,1998-10-28,51,42,"a","CBS News/New York Times!!",1998-10-30
1998-10-23,1998-10-27,44,36,"a","Washington Post!!",1998-10-29
1998-10-23,1998-10-27,49,40,"a","Washington Post!!",1998-10-29
1998-10-24,1998-10-27,43,40,"rv","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1998-10-29
1998-10-23,1998-10-25,45,41,"a","Gallup Organization!!",1998-10-27
1998-10-23,1998-10-25,52,48,"a","Gallup Organization!!",1998-10-27
1998-10-22,1998-10-25,48,43,"a","ABC News!!",1998-10-27
1998-10-22,1998-10-25,43,38,"a","ABC News!!",1998-10-27
1998-10-21,1998-10-25,47,37,"a","Associated Press!!",1998-10-27
1998-10-14,1998-10-18,44,43,"rv","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1998-10-20
1998-10-14,1998-10-18,40,37,"rv","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1998-10-20
1998-10-15,1998-10-18,49,44,"a","ABC News!!",1998-10-20
1998-10-15,1998-10-18,48,38,"a","ABC News!!",1998-10-20
1998-10-14,1998-10-15,49,37,"a","Yankelovich Partners!!Time, Cable News Network",1998-10-17
1998-10-14,1998-10-15,45,34,"a","Yankelovich Partners!!Time, Cable News Network",1998-10-17
1998-10-12,1998-10-13,45,37,"a","CBS News/New York Times!!",1998-10-15
1998-10-12,1998-10-13,49,41,"a","CBS News/New York Times!!",1998-10-15
1998-10-09,1998-10-13,42,40,"rv","American Viewpoint!!",1998-10-15
1998-10-09,1998-10-12,47,46,"a","Gallup Organization!!",1998-10-14
1998-10-08,1998-10-10,50,40,"a","Washington Post!!",1998-10-12
1998-10-08,1998-10-10,52,40,"a","Washington Post!!",1998-10-12
1998-10-08,1998-10-09,45,43,"a","Princeton Survey Research Associates!!Newsweek",1998-10-11
1998-10-08,1998-10-09,41,38,"a","Princeton Survey Research Associates!!Newsweek",1998-10-11
1998-10-07,1998-10-08,46,38,"a","CBS News!!",1998-10-10
1998-10-07,1998-10-08,50,42,"a","CBS News!!",1998-10-10
1998-10-03,1998-10-04,44,40,"a","CBS News!!",1998-10-06
1998-10-03,1998-10-04,47,44,"a","CBS News!!",1998-10-06
1998-10-03,1998-10-03,48,43,"RV","Gallup",1998-10-05
1998-09-25,1998-09-28,49,44,"a","ABC News/Washington Post!!",1998-09-30
1998-09-25,1998-09-28,51,42,"a","ABC News/Washington Post!!",1998-09-30
1998-09-24,1998-09-25,48,43,"a","Princeton Survey Research Associates!!Newsweek",1998-09-27
1998-09-24,1998-09-25,41,38,"a","Princeton Survey Research Associates!!Newsweek",1998-09-27
1998-09-23,1998-09-24,47,38,"a","Yankelovich Partners!!Time, Cable News Network",1998-09-26
1998-09-23,1998-09-24,44,35,"a","Yankelovich Partners!!Time, Cable News Network",1998-09-26
1998-09-23,1998-09-24,44,36,"a","Gallup Organization!!Cable News Network, USA Today",1998-09-26
1998-09-23,1998-09-24,50,39,"a","Gallup Organization!!Cable News Network, USA Today",1998-09-26
1998-09-22,1998-09-23,44,39,"a","CBS News/New York Times!!",1998-09-25
1998-09-22,1998-09-23,49,43,"a","CBS News/New York Times!!",1998-09-25
1998-09-16,1998-09-17,47,34,"a","Yankelovich Partners!!Time, Cable News Network",1998-09-19
1998-09-16,1998-09-17,27,19,"a","Yankelovich Partners!!Time, Cable News Network",1998-09-19
1998-09-14,1998-09-15,47,41,"a","Gallup Organization!!",1998-09-17
1998-09-14,1998-09-15,44,38,"a","Gallup Organization!!Cable News Network, USA Today",1998-09-17
1998-09-13,1998-09-13,43,31,"a","Los Angeles Times!!",1998-09-15
1998-09-10,1998-09-13,36,34,"a","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1998-09-15
1998-09-11,1998-09-13,49,43,"a","Washington Post!!",1998-09-15
1998-09-11,1998-09-13,43,40,"a","Washington Post!!",1998-09-15
1998-09-11,1998-09-12,44,35,"a","Gallup Organization!!Cable News Network, USA Today",1998-09-14
1998-09-11,1998-09-12,50,39,"a","Gallup Organization!!Cable News Network, USA Today",1998-09-14
1998-09-10,1998-09-11,45,43,"a","Princeton Survey Research Associates!!Newsweek",1998-09-13
1998-09-08,1998-09-10,42,37,"a","CBS News!!",1998-09-12
1998-09-08,1998-09-10,47,42,"a","CBS News!!",1998-09-12
1998-09-08,1998-09-10,45,41,"a","CBS News/New York Times!!",1998-09-12
1998-09-08,1998-09-10,48,43,"a","CBS News/New York Times!!",1998-09-12
1998-09-02,1998-09-09,38,40,"lv","American Viewpoint!!",1998-09-11
1998-08-27,1998-09-08,46,45,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1998-09-10
1998-09-03,1998-09-03,50,41,"RV","Gallup",1998-09-05
1998-08-10,1998-08-27,38,37,"a","Washington Post!!Washington Post, Henry J. Kaiser Family Foundation, Harvard University",1998-08-29
1998-08-10,1998-08-27,44,43,"a","Washington Post!!Washington Post, Henry J. Kaiser Family Foundation, Harvard University",1998-08-29
1998-08-24,1998-08-26,37,40,"lv","The Tarrance Group and Lake, Snell, Perry & Associates!!",1998-08-28
1998-08-21,1998-08-24,45,44,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1998-08-26
1998-08-21,1998-08-23,44,38,"a","Gallup Organization!!Cable News Network, USA Today",1998-08-25
1998-08-21,1998-08-23,48,42,"a","Gallup Organization!!Cable News Network, USA Today",1998-08-25
1998-08-20,1998-08-21,47,41,"a","Princeton Survey Research Associates!!Newsweek",1998-08-23
1998-08-20,1998-08-21,41,35,"a","Princeton Survey Research Associates!!Newsweek",1998-08-23
1998-08-19,1998-08-21,48,45,"a","ABC News/Washington Post!!",1998-08-23
1998-08-18,1998-08-19,46,43,"a","Los Angeles Times!!",1998-08-21
1998-07-29,1998-08-18,41,37,"a","Washington Post!!Washington Post, Henry J. Kaiser Family Foundation, Harvard University",1998-08-20
1998-08-03,1998-08-03,47,43,"RV","Gallup",1998-08-05
1998-07-29,1998-08-02,49,44,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1998-08-04
1998-07-29,1998-08-02,43,38,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1998-08-04
1998-07-28,1998-08-01,37,36,"a","Market Strategies!!",1998-08-03
1998-07-30,1998-07-30,44,38,"a","Yankelovich Partners!!Time, Cable News Network",1998-08-01
1998-07-30,1998-07-30,41,34,"a","Yankelovich Partners!!Time, Cable News Network",1998-08-01
1998-07-25,1998-07-27,34,32,"a","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1998-07-29
1998-07-19,1998-07-21,38,34,"a","CBS News/New York Times!!",1998-07-23
1998-07-15,1998-07-19,37,36,"rv","American Viewpoint!!",1998-07-21
1998-07-09,1998-07-12,48,42,"a","ABC News/Washington Post!!",1998-07-14
1998-07-07,1998-07-08,40,36,"a","Gallup Organization!!Cable News Network, USA Today",1998-07-10
1998-07-07,1998-07-08,46,40,"a","Gallup Organization!!Cable News Network, USA Today",1998-07-10
1998-07-03,1998-07-03,46,42,"RV","Gallup",1998-07-05
1998-06-30,1998-07-01,45,40,"a","Yankelovich Partners!!Time, Cable News Network",1998-07-03
1998-06-30,1998-07-01,41,36,"a","Yankelovich Partners!!Time, Cable News Network",1998-07-03
1998-06-24,1998-06-28,40,37,"a","Market Strategies!!",1998-06-30
1998-06-18,1998-06-21,36,32,"a","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1998-06-23
1998-06-04,1998-06-08,46,44,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1998-06-10
1998-06-04,1998-06-08,40,37,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1998-06-10
1998-06-01,1998-06-07,37,34,"rv","American Viewpoint!!",1998-06-09
1998-05-27,1998-06-03,41,38,"a","Market Strategies!!",1998-06-05
1998-05-08,1998-05-10,43,38,"a","Gallup Organization!!Cable News Network, USA Today",1998-05-12
1998-05-08,1998-05-10,49,42,"a","Gallup Organization!!Cable News Network, USA Today",1998-05-12
1998-05-03,1998-05-03,48,43,"RV","Gallup",1998-05-05
1998-04-20,1998-04-26,40,37,"a","Market Strategies!!",1998-04-28
1998-04-18,1998-04-20,36,30,"a","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1998-04-22
1998-04-17,1998-04-19,41,38,"a","Gallup Organization!!Cable News Network, USA Today",1998-04-21
1998-04-17,1998-04-19,46,44,"a","Gallup Organization!!Cable News Network, USA Today",1998-04-21
1998-04-08,1998-04-09,49,36,"a","Yankelovich Partners!!Time, Cable News Network",1998-04-11
1998-04-08,1998-04-09,46,33,"a","Yankelovich Partners!!Time, Cable News Network",1998-04-11
1998-04-03,1998-04-03,46,45,"RV","Gallup",1998-04-05
1998-03-30,1998-04-02,40,35,"a","Market Strategies!!",1998-04-04
1998-04-01,1998-04-01,42,43,"rv","American Viewpoint!!",1998-04-03
